Match_id,League_id,Season,Stage,Date,home_team_api_id,away_team_api_id,Result,B365H,B365D,B365A,HomeTeam_buildUpPlaySpeed,HomeTeam_buildUpPlayPassing,HomeTeam_chanceCreationShooting,HomeTeam_defencePressure,AwayTeam_buildUpPlaySpeed,AwayTeam_buildUpPlayPassing,AwayTeam_chanceCreationShooting,AwayTeam_defencePressure
4472,1729,2015/2016,17,2015-12-19,10260,9850,2,1.45,4.5,8.5,38,44,40,54,45,55,47,38
4473,1729,2015/2016,17,2015-12-19,10261,10252,1,2.05,3.5,4,58,49,46,41,63,54,38,35
4474,1729,2015/2016,17,2015-12-19,8466,8586,2,2.7,3.4,2.8,52,46,30,50,47,40,63,63
4475,1729,2015/2016,17,2015-12-19,10194,9826,2,2.5,3.2,3.2,48,49,49,44,61,67,50,36
4476,1729,2015/2016,17,2015-12-20,10003,8654,1,2.1,3.4,3.9,45,42,55,31,77,57,29,30
4477,1729,2015/2016,17,2015-12-20,9817,8650,0,4.2,3.6,1.95,61,52,45,38,66,45,46,51
4478,1729,2015/2016,17,2015-12-19,8659,8678,2,2.55,3.3,3,62,51,60,41,47,47,47,48
4479,1729,2015/2016,18,2015-12-26,10252,8654,1,2.63,3.25,2.75,63,54,38,35,77,57,29,30
4480,1729,2015/2016,18,2015-12-26,8678,9826,1,2.4,3.3,3,47,47,47,48,61,67,50,36
4481,1729,2015/2016,18,2015-12-26,8455,9817,1,1.44,4.5,7.5,67,36,44,39,61,52,45,38
4482,1729,2015/2016,18,2015-12-26,8650,8197,0,1.91,3.8,3.8,66,45,46,51,63,60,46,58
4483,1729,2015/2016,18,2015-12-26,8456,8472,0,1.2,7,13,59,29,24,48,43,51,55,47
4484,1729,2015/2016,18,2015-12-26,10261,8668,2,3.2,3.5,2.2,58,49,46,41,43,40,63,52
4485,1729,2015/2016,18,2015-12-26,8466,9825,0,3.6,3.5,2.05,52,46,30,50,59,30,46,51
4486,1729,2015/2016,18,2015-12-26,10194,10260,0,3.25,3.2,2.3,48,49,49,44,38,44,40,54
4487,1729,2015/2016,18,2015-12-26,10003,8659,0,1.91,3.4,4.5,45,42,55,31,62,51,60,41
4488,1729,2015/2016,18,2015-12-26,8586,9850,0,1.4,4.75,8,47,40,63,63,45,55,47,38
4489,1729,2015/2016,19,2015-12-28,9825,8678,0,1.44,4.75,8,59,30,46,51,47,47,47,48
4490,1729,2015/2016,19,2015-12-28,9826,10003,1,2.1,3.4,4,61,67,50,36,45,42,55,31
4491,1729,2015/2016,19,2015-12-28,8668,10194,2,1.95,3.6,4.2,43,40,63,52,48,49,49,44
4492,1729,2015/2016,19,2015-12-29,8197,8456,1,4.33,4,1.85,63,60,46,58,59,29,24,48
4493,1729,2015/2016,19,2015-12-28,10260,8455,1,2.6,3.3,3,38,44,40,54,67,36,44,39
4494,1729,2015/2016,19,2015-12-28,9850,10252,0,2.05,3.6,3.8,45,55,47,38,63,54,38,35
4495,1729,2015/2016,19,2015-12-30,8472,8650,2,5.5,3.9,1.7,43,51,55,47,66,45,46,51
4496,1729,2015/2016,19,2015-12-28,9817,8586,2,3.75,3.5,2.1,61,52,45,38,47,40,63,63
4497,1729,2015/2016,19,2015-12-28,8659,10261,0,2.2,3.25,3.75,62,51,60,41,58,49,46,41
4498,1729,2015/2016,19,2015-12-28,8654,8466,0,3.6,3.4,2.2,77,57,29,30,52,46,30,50
4499,1729,2015/2016,2,2015-08-14,10252,10260,2,5.5,3.8,1.73,63,54,38,35,38,44,40,54
4500,1729,2015/2016,2,2015-08-16,9826,9825,2,5.25,3.9,1.73,61,67,50,36,59,30,46,51
4501,1729,2015/2016,2,2015-08-17,8650,8678,0,1.45,4.75,8,66,45,46,51,47,47,47,48
4502,1729,2015/2016,2,2015-08-16,8456,8455,0,2.1,3.5,3.75,59,29,24,48,67,36,44,39
4503,1729,2015/2016,2,2015-08-15,8466,8668,2,1.95,3.6,4.33,52,46,30,50,43,40,63,52
4504,1729,2015/2016,2,2015-08-15,8472,9850,2,2.5,3.3,3.1,43,51,55,47,45,55,47,38
4505,1729,2015/2016,2,2015-08-15,10003,10261,0,1.95,3.6,4.33,45,42,55,31,58,49,46,41
4506,1729,2015/2016,2,2015-08-15,8586,10194,1,1.8,3.75,5,47,40,63,63,48,49,49,44
4507,1729,2015/2016,2,2015-08-15,9817,8659,1,2.3,3.4,3.4,61,52,45,38,62,51,60,41
4508,1729,2015/2016,2,2015-08-15,8654,8197,2,2.25,3.5,3.4,77,57,29,30,63,60,46,58
4509,1729,2015/2016,20,2016-01-02,9825,10261,0,1.29,6.5,11,59,30,46,51,58,49,46,41
4510,1729,2015/2016,20,2016-01-03,9826,8455,2,3.8,3.5,2.1,61,67,50,36,67,36,44,39
4511,1729,2015/2016,20,2016-01-03,8668,8586,1,2.8,3.5,2.63,43,40,63,52,47,40,63,63
4512,1729,2015/2016,20,2016-01-02,8197,8678,1,1.91,3.75,4.33,63,60,46,58,47,47,47,48
4513,1729,2015/2016,20,2016-01-02,10260,10003,0,1.55,4.2,7,38,44,40,54,45,42,55,31
4514,1729,2015/2016,20,2016-01-02,9850,8466,0,3.2,3.4,2.4,45,55,47,38,52,46,30,50
4515,1729,2015/2016,20,2016-01-02,8472,10252,0,2.5,3.25,3.2,43,51,55,47,63,54,38,35
4516,1729,2015/2016,20,2016-01-02,9817,8456,2,5,4,1.75,61,52,45,38,59,29,24,48
4517,1729,2015/2016,20,2016-01-02,8659,10194,0,2.8,3.2,2.8,62,51,60,41,48,49,49,44
4518,1729,2015/2016,20,2016-01-02,8654,8650,0,4,3.5,2.05,77,57,29,30,66,45,46,51
4519,1729,2015/2016,21,2016-01-12,10252,9826,0,3.2,3.25,2.45,63,54,38,35,61,67,50,36
4520,1729,2015/2016,21,2016-01-12,8678,8654,2,2,3.6,4,47,47,47,48,77,57,29,30
4521,1729,2015/2016,21,2016-01-13,10003,8472,2,1.8,3.6,5.25,45,42,55,31,43,51,55,47
4522,1729,2015/2016,21,2016-01-13,8650,9825,1,2.88,3.4,2.6,66,45,46,51,59,30,46,51
4523,1729,2015/2016,21,2016-01-13,8455,8659,1,1.44,4.5,9,67,36,44,39,62,51,60,41
4524,1729,2015/2016,21,2016-01-13,8456,8668,1,1.53,4.75,6,59,29,24,48,43,40,63,52
4525,1729,2015/2016,21,2016-01-12,10261,10260,1,5,3.7,1.8,58,49,46,41,38,44,40,54
4526,1729,2015/2016,21,2016-01-13,8466,9817,0,1.95,3.5,4.33,52,46,30,50,61,52,45,38
4527,1729,2015/2016,21,2016-01-13,10194,9850,0,2.05,3.3,4.2,48,49,49,44,45,55,47,38
4528,1729,2015/2016,21,2016-01-13,8586,8197,2,1.75,3.8,5.25,47,40,63,63,63,60,46,58
4529,1729,2015/2016,22,2016-01-16,10252,8197,1,3.6,3.4,2.2,63,54,38,35,63,60,46,58
4530,1729,2015/2016,22,2016-01-16,8678,9850,0,1.91,3.6,4.5,47,47,47,48,45,55,47,38
4531,1729,2015/2016,22,2016-01-16,8455,8668,1,1.83,3.75,4.75,67,36,44,39,43,40,63,52
4532,1729,2015/2016,22,2016-01-17,8650,10260,2,2.3,3.25,3.5,66,45,46,51,38,44,40,54
4533,1729,2015/2016,22,2016-01-16,8456,9826,0,1.4,5.25,8.5,59,29,24,48,61,67,50,36
4534,1729,2015/2016,22,2016-01-16,10261,8654,0,2.5,3.4,3,58,49,46,41,77,57,29,30
4535,1729,2015/2016,22,2016-01-16,8466,8659,0,1.73,3.75,5.5,52,46,30,50,62,51,60,41
4536,1729,2015/2016,22,2016-01-17,10194,9825,1,4.33,3.6,1.95,48,49,49,44,59,30,46,51
4537,1729,2015/2016,22,2016-01-18,10003,9817,0,2.38,3.25,3.4,45,42,55,31,61,52,45,38
4538,1729,2015/2016,22,2016-01-16,8586,8472,0,1.36,5.25,9.5,47,40,63,63,43,51,55,47
4539,1729,2015/2016,23,2016-01-24,9825,8455,2,2.1,3.5,3.9,59,30,46,51,67,36,44,39
4540,1729,2015/2016,23,2016-01-23,9826,8586,2,3.6,3.5,2.15,61,67,50,36,47,40,63,63
4541,1729,2015/2016,23,2016-01-24,8668,10003,2,1.73,3.8,5.5,43,40,63,52,45,42,55,31
4542,1729,2015/2016,23,2016-01-23,8197,10194,0,2.1,3.5,3.8,63,60,46,58,48,49,49,44
4543,1729,2015/2016,23,2016-01-23,10260,8466,2,1.91,3.5,4.75,38,44,40,54,52,46,30,50
4544,1729,2015/2016,23,2016-01-23,9850,8650,2,4.33,3.5,1.95,45,55,47,38,66,45,46,51
4545,1729,2015/2016,23,2016-01-23,8472,8678,1,3,3.4,2.5,43,51,55,47,47,47,47,48
4546,1729,2015/2016,23,2016-01-23,9817,10261,0,2.05,3.5,4,61,52,45,38,58,49,46,41
4547,1729,2015/2016,23,2016-01-23,8659,10252,1,2.1,3.3,4,62,51,60,41,63,54,38,35
4548,1729,2015/2016,23,2016-01-23,8654,8456,1,5,4,1.73,77,57,29,30,59,29,24,48
4549,1729,2015/2016,24,2016-02-02,9825,8466,1,1.75,3.75,5.25,59,30,46,51,52,46,30,50
4550,1729,2015/2016,24,2016-02-02,8197,8650,0,2.63,3.4,2.88,63,60,46,58,66,45,46,51
4551,1729,2015/2016,24,2016-02-02,9850,8586,2,4.5,3.75,1.85,45,55,47,38,47,40,63,63
4552,1729,2015/2016,24,2016-02-02,8472,8456,2,8,4.75,1.45,43,51,55,47,59,29,24,48
4553,1729,2015/2016,24,2016-02-03,9817,8455,1,4.33,3.5,1.95,61,52,45,38,67,36,44,39
4554,1729,2015/2016,24,2016-02-02,8654,10252,0,1.91,3.5,4.75,77,57,29,30,63,54,38,35
4555,1729,2015/2016,24,2016-02-02,9826,8678,2,2.45,3.3,3.2,61,67,50,36,47,47,47,48
4556,1729,2015/2016,24,2016-02-02,10260,10194,0,1.7,3.75,5.75,38,44,40,54,48,49,49,44
4557,1729,2015/2016,24,2016-02-02,8659,10003,1,2.63,3.1,3.1,62,51,60,41,45,42,55,31
4558,1729,2015/2016,24,2016-02-03,8668,10261,0,1.65,4.2,5.5,43,40,63,52,58,49,46,41
4559,1729,2015/2016,25,2016-02-06,10252,9850,0,2.45,3.2,3.3,63,54,38,35,45,55,47,38
4560,1729,2015/2016,25,2016-02-07,8678,9825,2,3.8,3.5,2.1,47,47,47,48,59,30,46,51
4561,1729,2015/2016,25,2016-02-07,8455,10260,1,2.15,3.3,3.9,67,36,44,39,38,44,40,54
4562,1729,2015/2016,25,2016-02-06,8650,8472,1,1.44,4.75,8.5,66,45,46,51,43,51,55,47
4563,1729,2015/2016,25,2016-02-06,8456,8197,2,1.62,4.2,6,59,29,24,48,63,60,46,58
4564,1729,2015/2016,25,2016-02-06,10261,8659,0,2.15,3.4,3.8,58,49,46,41,62,51,60,41
4565,1729,2015/2016,25,2016-02-06,8466,8654,0,1.73,3.8,5.5,52,46,30,50,77,57,29,30
4566,1729,2015/2016,25,2016-02-06,10194,8668,2,2.7,3.4,2.8,48,49,49,44,43,40,63,52
4567,1729,2015/2016,25,2016-02-06,10003,9826,1,2.25,3.3,3.6,45,42,55,31,61,67,50,36
4568,1729,2015/2016,25,2016-02-06,8586,9817,0,1.5,4.33,8,47,40,63,63,61,52,45,38
4569,1729,2015/2016,26,2016-02-14,9825,8197,0,1.75,4,5,59,30,46,51,63,60,46,58
4570,1729,2015/2016,26,2016-02-14,10252,8650,2,4.75,3.6,1.85,63,54,38,35,66,45,46,51
4571,1729,2015/2016,26,2016-02-13,8678,10194,2,2.05,3.4,4.1,47,47,47,48,48,49,49,44
4572,1729,2015/2016,26,2016-02-13,8455,10261,0,1.44,4.75,8,67,36,44,39,58,49,46,41
4573,1729,2015/2016,26,2016-02-13,9826,9817,2,2.25,3.3,3.6,61,67,50,36,61,52,45,38
4574,1729,2015/2016,26,2016-02-13,8668,8659,2,1.53,4.2,7.5,43,40,63,52,62,51,60,41
4575,1729,2015/2016,26,2016-02-14,8456,8586,2,2.1,3.75,3.6,59,29,24,48,47,40,63,63
4576,1729,2015/2016,26,2016-02-13,9850,8654,1,2.38,3.4,3.25,45,55,47,38,77,57,29,30
4577,1729,2015/2016,26,2016-02-13,8472,10260,0,5.25,3.75,1.75,43,51,55,47,38,44,40,54
4578,1729,2015/2016,26,2016-02-13,10003,8466,2,3.2,3.25,2.5,45,42,55,31,52,46,30,50
4579,1729,2015/2016,27,2016-02-27,8197,9850,0,1.5,4.33,6,63,60,46,58,45,55,47,38
4580,1729,2015/2016,27,2016-04-20,8650,8668,0,1.73,4,5,66,45,46,51,43,40,63,52
4581,1729,2015/2016,27,2016-02-28,10260,9825,0,3,3.25,2.38,38,44,40,54,59,30,46,51
4582,1729,2015/2016,27,2016-04-19,10261,8456,1,6,4.5,1.57,58,49,46,41,59,29,24,48
4583,1729,2015/2016,27,2016-02-27,8466,8455,2,2.8,3.25,2.5,52,46,30,50,67,36,44,39
4584,1729,2015/2016,27,2016-02-27,10194,10252,0,1.62,3.75,5.5,48,49,49,44,63,54,38,35
4585,1729,2015/2016,27,2016-02-28,8586,10003,0,1.4,4.2,9,47,40,63,63,45,42,55,31
4586,1729,2015/2016,27,2016-02-27,9817,8678,1,2.38,3.25,3,61,52,45,38,47,47,47,48
4587,1729,2015/2016,27,2016-02-27,8659,9826,0,2.6,3.1,2.8,62,51,60,41,61,67,50,36
4588,1729,2015/2016,27,2016-02-27,8654,8472,0,1.8,3.5,4.5,77,57,29,30,43,51,55,47
4589,1729,2015/2016,28,2016-03-02,9825,10003,2,1.36,5.25,10,59,30,46,51,45,42,55,31
4590,1729,2015/2016,28,2016-03-01,10252,8668,2,4.5,3.6,1.91,63,54,38,35,43,40,63,52
4591,1729,2015/2016,28,2016-03-01,8678,8466,0,2.9,3.25,2.7,47,47,47,48,52,46,30,50
4592,1729,2015/2016,28,2016-03-01,8197,8659,1,1.73,3.8,5.5,63,60,46,58,62,51,60,41
4593,1729,2015/2016,28,2016-03-01,9850,8455,2,5.25,4,1.7,45,55,47,38,67,36,44,39
4594,1729,2015/2016,28,2016-03-01,8472,9826,1,2.5,3.3,3.1,43,51,55,47,61,67,50,36
4595,1729,2015/2016,28,2016-03-02,8654,8586,0,4,3.6,2,77,57,29,30,47,40,63,63
4596,1729,2015/2016,28,2016-03-02,8650,8456,0,2.63,3.4,2.88,66,45,46,51,59,29,24,48
4597,1729,2015/2016,28,2016-03-02,10260,9817,0,1.67,3.8,6,38,44,40,54,61,52,45,38
4598,1729,2015/2016,28,2016-03-02,10194,10261,0,2,3.5,4.2,48,49,49,44,58,49,46,41
4599,1729,2015/2016,29,2016-03-05,8455,10194,1,1.5,4.5,7.5,67,36,44,39,48,49,49,44
4600,1729,2015/2016,29,2016-03-06,9826,8650,2,3.8,3.5,2.1,61,67,50,36,66,45,46,51
4601,1729,2015/2016,29,2016-03-05,8668,8654,2,1.73,4,5,43,40,63,52,77,57,29,30
4602,1729,2015/2016,29,2016-03-05,8456,10252,0,1.22,7,15,59,29,24,48,63,54,38,35
4603,1729,2015/2016,29,2016-03-05,10261,8678,2,2.63,3.4,2.88,58,49,46,41,47,47,47,48
4604,1729,2015/2016,29,2016-03-05,8466,8472,1,1.6,4,6.5,52,46,30,50,43,51,55,47
4605,1729,2015/2016,29,2016-03-05,10003,9850,0,2.05,3.5,4,45,42,55,31,45,55,47,38
4606,1729,2015/2016,29,2016-03-05,8586,9825,1,2.38,3.4,3.25,47,40,63,63,59,30,46,51
4607,1729,2015/2016,29,2016-03-05,9817,8197,2,3,3.4,2.55,61,52,45,38,63,60,46,58
4608,1729,2015/2016,29,2016-03-06,8659,10260,0,4.33,3.4,2,62,51,60,41,38,44,40,54
4609,1729,2015/2016,3,2015-08-24,9825,8650,1,1.75,4,5,59,30,46,51,66,45,46,51
4610,1729,2015/2016,3,2015-08-22,9826,10252,0,1.85,3.6,4.75,61,67,50,36,63,54,38,35
4611,1729,2015/2016,3,2015-08-23,8668,8456,2,5,4,1.73,43,40,63,52,59,29,24,48
4612,1729,2015/2016,3,2015-08-22,8197,8586,1,2.63,3.6,2.75,63,60,46,58,47,40,63,63
4613,1729,2015/2016,3,2015-08-22,10260,10261,1,1.36,5.25,10,38,44,40,54,58,49,46,41
4614,1729,2015/2016,3,2015-08-22,9850,10194,1,2.3,3.3,3.5,45,55,47,38,48,49,49,44
4615,1729,2015/2016,3,2015-08-22,8472,10003,1,4,3.4,2.1,43,51,55,47,45,42,55,31
4616,1729,2015/2016,3,2015-08-23,9817,8466,1,2.8,3.3,2.75,61,52,45,38,52,46,30,50
4617,1729,2015/2016,3,2015-08-23,8659,8455,2,6.5,4,1.62,62,51,60,41,67,36,44,39
4618,1729,2015/2016,3,2015-08-22,8654,8678,2,2.38,3.4,3.2,77,57,29,30,47,47,47,48
4619,1729,2015/2016,30,2016-04-21,9825,8659,0,1.29,6,13,59,30,46,51,62,51,60,41
4620,1729,2015/2016,30,2016-03-13,10252,8586,2,7.5,4.5,1.5,63,54,38,35,47,40,63,63
4621,1729,2015/2016,30,2016-03-12,8678,10003,0,1.95,3.5,4.33,47,47,47,48,45,42,55,31
4622,1729,2015/2016,30,2016-03-14,8197,10261,0,1.57,4.33,6.25,63,60,46,58,58,49,46,41
4623,1729,2015/2016,30,2016-05-11,8650,8455,1,2,3.8,3.8,66,45,46,51,67,36,44,39
4624,1729,2015/2016,30,2016-04-20,10260,9826,0,1.53,4.33,7,38,44,40,54,61,67,50,36
4625,1729,2015/2016,30,2016-03-12,9850,8456,1,6,4.2,1.6,45,55,47,38,59,29,24,48
4626,1729,2015/2016,30,2016-03-12,10194,8466,2,2.7,3.2,2.9,48,49,49,44,52,46,30,50
4627,1729,2015/2016,30,2016-05-11,8472,8668,0,1.75,4,5,43,51,55,47,43,40,63,52
4628,1729,2015/2016,30,2016-04-20,8654,9817,0,1.57,4.33,6.5,77,57,29,30,61,52,45,38
4629,1729,2015/2016,31,2016-03-19,8455,8654,1,1.75,3.8,5.25,67,36,44,39,77,57,29,30
4630,1729,2015/2016,31,2016-03-19,9826,8197,2,3,3.4,2.5,61,67,50,36,63,60,46,58
4631,1729,2015/2016,31,2016-03-19,8668,9825,2,2.7,3.5,2.7,43,40,63,52,59,30,46,51
4632,1729,2015/2016,31,2016-03-20,8456,10260,2,1.83,3.75,4.75,59,29,24,48,38,44,40,54
4633,1729,2015/2016,31,2016-03-20,10261,8472,1,2.1,3.5,3.8,58,49,46,41,43,51,55,47
4634,1729,2015/2016,31,2016-03-20,8466,8650,0,2.63,3.4,2.88,52,46,30,50,66,45,46,51
4635,1729,2015/2016,31,2016-03-19,10003,10252,0,1.67,3.8,6,45,42,55,31,63,54,38,35
4636,1729,2015/2016,31,2016-03-20,8586,8678,0,1.53,4.33,7,47,40,63,63,47,47,47,48
4637,1729,2015/2016,31,2016-03-19,9817,10194,2,2.4,3.25,3.3,61,52,45,38,48,49,49,44
4638,1729,2015/2016,31,2016-03-19,8659,9850,2,2.25,3.3,3.6,62,51,60,41,45,55,47,38
4639,1729,2015/2016,32,2016-04-02,9825,9817,0,1.36,5.25,10,59,30,46,51,61,52,45,38
4640,1729,2015/2016,32,2016-04-02,10252,8455,2,6.5,4.33,1.57,63,54,38,35,67,36,44,39
4641,1729,2015/2016,32,2016-04-02,8678,8456,2,3.75,3.6,2.1,47,47,47,48,59,29,24,48
4642,1729,2015/2016,32,2016-04-03,8197,8466,0,2.25,3.4,3.5,63,60,46,58,52,46,30,50
4643,1729,2015/2016,32,2016-04-02,8650,8586,1,2.5,3.4,3,66,45,46,51,47,40,63,63
4644,1729,2015/2016,32,2016-04-03,10260,8668,0,2.1,3.5,3.75,38,44,40,54,43,40,63,52
4645,1729,2015/2016,32,2016-04-02,9850,10261,0,2.2,3.4,3.6,45,55,47,38,58,49,46,41
4646,1729,2015/2016,32,2016-04-02,10194,10003,1,2.2,3.4,3.6,48,49,49,44,45,42,55,31
4647,1729,2015/2016,32,2016-04-02,8472,8659,1,2.1,3.3,4,43,51,55,47,62,51,60,41
4648,1729,2015/2016,32,2016-04-02,8654,9826,1,1.95,3.6,4.2,77,57,29,30,61,67,50,36
4649,1729,2015/2016,33,2016-04-09,10252,8678,2,3.4,3.2,2.2,63,54,38,35,47,47,47,48
4650,1729,2015/2016,33,2016-04-09,9826,9850,0,2.05,3.4,3.6,61,67,50,36,45,55,47,38
4651,1729,2015/2016,33,2016-04-10,8650,10194,0,1.55,4,5.75,66,45,46,51,48,49,49,44
4652,1729,2015/2016,33,2016-04-09,8456,8659,0,1.33,5,9,59,29,24,48,62,51,60,41
4653,1729,2015/2016,33,2016-04-09,8466,10261,0,1.53,4,6,52,46,30,50,58,49,46,41
4654,1729,2015/2016,33,2016-04-10,8472,8197,2,3.4,3.4,2.1,43,51,55,47,63,60,46,58
4655,1729,2015/2016,33,2016-04-09,10003,8455,0,3.75,3.4,2,45,42,55,31,67,36,44,39
4656,1729,2015/2016,33,2016-04-10,8586,10260,0,1.91,3.5,4,47,40,63,63,38,44,40,54
4657,1729,2015/2016,33,2016-04-09,9817,8668,1,3.4,3.3,2.15,61,52,45,38,43,40,63,52
4658,1729,2015/2016,33,2016-04-09,8654,9825,1,3.6,3.5,2,77,57,29,30,59,30,46,51
4659,1729,2015/2016,34,2016-04-17,9825,9826,1,1.33,5.75,9.5,59,30,46,51,61,67,50,36
4660,1729,2015/2016,34,2016-04-17,8678,8650,2,3.6,3.5,2.15,47,47,47,48,66,45,46,51
4661,1729,2015/2016,34,2016-04-16,8455,8456,2,2.75,3.4,2.7,67,36,44,39,59,29,24,48
4662,1729,2015/2016,34,2016-04-16,8668,8466,1,2.7,3.4,2.8,43,40,63,52,52,46,30,50
4663,1729,2015/2016,34,2016-04-17,8197,8654,1,1.95,3.6,4.2,63,60,46,58,77,57,29,30
4664,1729,2015/2016,34,2016-04-16,10260,10252,0,1.22,7,17,38,44,40,54,63,54,38,35
4665,1729,2015/2016,34,2016-04-16,10261,10003,0,2.3,3.4,3.4,58,49,46,41,45,42,55,31
4666,1729,2015/2016,34,2016-04-16,9850,8472,2,2.4,3.3,3.25,45,55,47,38,43,51,55,47
4667,1729,2015/2016,34,2016-04-18,10194,8586,2,4.5,3.75,1.85,48,49,49,44,47,40,63,63
4668,1729,2015/2016,34,2016-04-16,8659,9817,2,2.4,3.2,3.4,62,51,60,41,61,52,45,38
4669,1729,2015/2016,35,2016-04-23,10252,8466,2,7.5,4.2,1.53,63,54,38,35,52,46,30,50
4670,1729,2015/2016,35,2016-04-23,8678,8455,2,3.1,3.5,2.4,47,47,47,48,67,36,44,39
4671,1729,2015/2016,35,2016-04-13,9826,8668,1,2.9,3.4,2.6,61,67,50,36,43,40,63,52
4672,1729,2015/2016,35,2016-04-24,8197,10003,0,1.75,3.7,5.5,63,60,46,58,45,42,55,31
4673,1729,2015/2016,35,2016-04-23,8650,10261,1,1.57,4.5,6,66,45,46,51,58,49,46,41
4674,1729,2015/2016,35,2016-04-23,8456,10194,0,1.3,6,11,59,29,24,48,48,49,49,44
4675,1729,2015/2016,35,2016-05-11,9850,9817,0,1.83,3.75,4.75,45,55,47,38,61,52,45,38
4676,1729,2015/2016,35,2016-04-24,8472,9825,1,4.5,4,1.8,43,51,55,47,59,30,46,51
4677,1729,2015/2016,35,2016-04-25,8586,8659,1,1.22,7,15,47,40,63,63,62,51,60,41
4678,1729,2015/2016,35,2016-05-10,8654,10260,0,3,3.5,2.45,77,57,29,30,38,44,40,54
4679,1729,2015/2016,36,2016-04-30,9825,9850,0,1.29,6.5,11,59,30,46,51,45,55,47,38
4680,1729,2015/2016,36,2016-05-02,8455,8586,1,2.75,3.6,2.63,67,36,44,39,47,40,63,63
4681,1729,2015/2016,36,2016-04-30,8668,8678,0,2,3.8,3.8,43,40,63,52,47,47,47,48
4682,1729,2015/2016,36,2016-05-01,10260,8197,1,2.1,3.4,3.9,38,44,40,54,63,60,46,58
4683,1729,2015/2016,36,2016-04-30,10261,9826,0,2,3.6,4,58,49,46,41,61,67,50,36
4684,1729,2015/2016,36,2016-05-01,8466,8456,0,2.8,3.4,2.7,52,46,30,50,59,29,24,48
4685,1729,2015/2016,36,2016-04-30,10194,8472,1,2.75,3.3,2.8,48,49,49,44,43,51,55,47
4686,1729,2015/2016,36,2016-05-01,10003,8650,0,3.1,3.5,2.4,45,42,55,31,66,45,46,51
4687,1729,2015/2016,36,2016-04-30,9817,10252,0,1.7,3.8,5.75,61,52,45,38,63,54,38,35
4688,1729,2015/2016,36,2016-04-30,8659,8654,2,4,3.4,2.1,62,51,60,41,77,57,29,30
4689,1729,2015/2016,37,2016-05-07,10252,10261,1,5.75,4.2,1.65,63,54,38,35,58,49,46,41
4690,1729,2015/2016,37,2016-05-07,8678,8659,1,1.95,3.6,4.2,47,47,47,48,62,51,60,41
4691,1729,2015/2016,37,2016-05-07,9826,10194,0,2.05,3.5,3.9,61,67,50,36,48,49,49,44
4692,1729,2015/2016,37,2016-05-07,8197,8668,0,1.91,4,4,63,60,46,58,43,40,63,52
4693,1729,2015/2016,37,2016-05-08,8650,9817,0,1.5,4.5,7.5,66,45,46,51,61,52,45,38
4694,1729,2015/2016,37,2016-05-08,8456,9825,1,2.5,3.6,2.9,59,29,24,48,59,30,46,51
4695,1729,2015/2016,37,2016-05-07,9850,10260,2,4.5,3.6,1.91,45,55,47,38,38,44,40,54
4696,1729,2015/2016,37,2016-05-07,8472,8455,0,3,3.5,2.45,43,51,55,47,67,36,44,39
4697,1729,2015/2016,37,2016-05-08,8586,8466,2,2.05,3.6,3.9,47,40,63,63,52,46,30,50
4698,1729,2015/2016,37,2016-05-07,8654,10003,2,1.44,4.75,8,77,57,29,30,45,42,55,31
4699,1729,2015/2016,38,2016-05-15,9825,10252,0,1.17,9,17,59,30,46,51,63,54,38,35
4700,1729,2015/2016,38,2016-05-15,8455,8197,1,2.3,3.75,3.1,67,36,44,39,63,60,46,58
4701,1729,2015/2016,38,2016-05-15,8668,9850,0,1.8,4,4.5,43,40,63,52,45,55,47,38
4702,1729,2015/2016,38,2016-05-17,10260,8678,0,1.67,4.2,5.25,38,44,40,54,47,47,47,48
4703,1729,2015/2016,38,2016-05-15,10261,8586,0,4.5,4,1.8,58,49,46,41,47,40,63,63
4704,1729,2015/2016,38,2016-05-15,8466,9826,0,1.36,5.5,9,52,46,30,50,61,67,50,36
4705,1729,2015/2016,38,2016-05-15,10194,8654,0,3.5,3.6,2.15,48,49,49,44,77,57,29,30
4706,1729,2015/2016,38,2016-05-15,10003,8456,1,6,4.75,1.53,45,42,55,31,59,29,24,48
4707,1729,2015/2016,38,2016-05-15,9817,8472,1,2.05,3.75,3.7,61,52,45,38,43,51,55,47
4708,1729,2015/2016,38,2016-05-15,8659,8650,1,2.4,3.6,3,62,51,60,41,66,45,46,51
4709,1729,2015/2016,4,2015-08-29,10252,8472,1,1.91,3.5,4.75,63,54,38,35,43,51,55,47
4710,1729,2015/2016,4,2015-08-29,8678,8197,1,2.2,3.6,3.4,47,47,47,48,63,60,46,58
4711,1729,2015/2016,4,2015-08-29,8455,9826,2,1.36,5,11,67,36,44,39,61,67,50,36
4712,1729,2015/2016,4,2015-08-29,8650,8654,2,1.36,5.5,9,66,45,46,51,77,57,29,30
4713,1729,2015/2016,4,2015-08-29,8456,9817,0,1.2,8,15,59,29,24,48,61,52,45,38
4714,1729,2015/2016,4,2015-08-29,10261,9825,2,6,4.2,1.62,58,49,46,41,59,30,46,51
4715,1729,2015/2016,4,2015-08-30,8466,9850,0,2.05,3.5,4,52,46,30,50,45,55,47,38
4716,1729,2015/2016,4,2015-08-29,10194,8659,2,1.95,3.4,4.5,48,49,49,44,62,51,60,41
4717,1729,2015/2016,4,2015-08-30,10003,10260,0,3.6,3.3,2.25,45,42,55,31,38,44,40,54
